,pi_key,discipline_classification,discipline.group,Id,Group,Sex,ACTIVITY,unique_activities,unique_activity_grouped,unique_activity_sep_5plus,project_count,project_sep_8plus,activity_per_project,Act_per_proj_quant,Act_per_proj_4grp,activity_grouped
888,nih_8027998,AGRI,AGRI,"Allison, David B",comp,M,P20,5,5+,5+,15,8+,0.333333333,1,1,P
889,nih_8058334,IMMU,IMMU,"Summers, Michael F",study,M,P41,4,3 to 4,4,4,4,1,5,4,P41
890,nih_8063951,CHEM,CHEM,"Schulten, Klaus J",study,M,P41,2,1 to 2,2,7,7,0.285714286,1,1,P41
891,nih_8063962,NEUR,NEUR,"Sweedler, Jonathan V",comp,M,P30,5,5+,5+,11,8+,0.454545455,2,2,P
892,nih_8066646,CHEM,CHEM,"Denmark, Scott E",study,M,R01,1,1 to 2,1,3,3,0.333333333,1,1,R01
893,nih_8066708,CENG,CENG,"Oldfield, Eric",study,M,R01,1,1 to 2,1,7,7,0.142857143,1,1,R01
894,nih_8068608,AGRI,AGRI,"Haltiwanger, Robert S",study,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
895,nih_8073252,AGRI,AGRI,"Shaw, Janet M",study,F,R01,2,1 to 2,2,3,3,0.666666667,4,3,R01
896,nih_8080536,CHEM,CHEM,"Smith, Richard D",comp,M,P51,8,5+,5+,19,8+,0.421052632,2,2,P
897,nih_8114735,BIOC,BIOC,"Kim, Kwang-soo",comp,M,R33,3,3 to 4,3,3,3,1,5,4,R
898,nih_8139582,IMMU,IMMU,"Gilmore, Michael S",comp,M,P01,4,3 to 4,4,14,8+,0.285714286,1,1,P01
899,nih_8225311,NEUR,NEUR,"Schwarz, Thomas L",comp,M,R01,1,1 to 2,1,4,4,0.25,1,1,R01
900,nih_8233471,PHAR,PHAR,"Li, Song",comp,M,U19,3,3 to 4,3,10,8+,0.3,1,1,U
901,nih_8270374,NEUR,NEUR,"Banerjee, Ruma V",comp,F,P20,3,3 to 4,3,7,7,0.428571429,2,2,P
902,nih_8328629,MULT,MULT,"Kleckner, Nancy E",study,F,R01,1,1 to 2,1,2,2,0.5,2,2,R01
903,nih_9574352,PHAR,PHAR,"Jorgensen, William L",comp,M,R01,1,1 to 2,1,2,2,0.5,2,2,R01
