"","Source","Target","Label","Type","PMID_x","PUB_YEAR","COUNTRY","PMID_y","ACTIVITY","avg_discpline_weight","discipline_classification","activity_weight","normalized_discipline_weight","normalized_activity_weight"
"153","Blacklow, Stephen C","Wu, Hao",26947396,"Undirected",26947396,2016,"England",26947396,"R01",9.60692331452203,"PHYS",1.71922762437889,0.275627166699813,0.0270457261462985
"154","Eck, Michael J","Harrison, Stephen C",26947396,"Undirected",26947396,2016,"England",26947396,"R01",9.60692331452203,"PHYS",1.71922762437889,0.275627166699813,0.0270457261462985
"155","Eck, Michael J","Wu, Hao",26947396,"Undirected",26947396,2016,"England",26947396,"R01",9.60692331452203,"PHYS",1.71922762437889,0.275627166699813,0.0270457261462985
"156","Harrison, Stephen C","Wu, Hao",26947396,"Undirected",26947396,2016,"England",26947396,"R01",9.60692331452203,"PHYS",1.71922762437889,0.275627166699813,0.0270457261462985
"157","Anderson, Karen S","Jorgensen, William L",17131993,"Undirected",17131993,2006,"United States",17131993,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"158","Anderson, Karen S","Jorgensen, William L",17918923,"Undirected",17918923,2007,"United States",17918923,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"159","Anderson, Karen S","Jorgensen, William L",18588301,"Undirected",18588301,2008,"United States",18588301,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"160","Anderson, Karen S","Jorgensen, William L",19374380,"Undirected",19374380,2009,"United States",19374380,"R01",19.6631619690563,"CENG",1.71922762437889,0.564145402690782,0.0270457261462985
"161","Anderson, Karen S","Schepartz, Alanna",19497744,"Undirected",19497744,2009,"England",19497744,"R01",12.5370413780749,"PHAR",1.71922762437889,0.359693637672075,0.0270457261462985
"162","Anderson, Karen S","Jorgensen, William L",20304641,"Undirected",20304641,2010,"England",20304641,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"163","Anderson, Karen S","Jorgensen, William L",22081993,"Undirected",22081993,2011,"United States",22081993,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"164","Anderson, Karen S","Jorgensen, William L",21853995,"Undirected",21853995,2011,"United States",21853995,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"165","Anderson, Karen S","Miller, Scott J",24179673,"Undirected",24179673,2011,"",24179673,"R01",14.171182458888,"NULL.",1.71922762437889,0.406577916992952,0.0270457261462985
"166","Anderson, Karen S","Jorgensen, William L",23163887,"Undirected",23163887,2012,"United States",23163887,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"167","Anderson, Karen S","Walker, Graham C",22528544,"Undirected",22528544,2012,"United States",22528544,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"168","Anderson, Karen S","Jorgensen, William L",22269110,"Undirected",22269110,2012,"England",22269110,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"169","Anderson, Karen S","Jorgensen, William L",24151856,"Undirected",24151856,2013,"United States",24151856,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"170","Anderson, Karen S","Jorgensen, William L",23937980,"Undirected",23937980,2013,"England",23937980,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"171","Anderson, Karen S","Jorgensen, William L",23659183,"Undirected",23659183,2013,"United States",23659183,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"172","Anderson, Karen S","Jorgensen, William L",23899617,"Undirected",23899617,2013,"England",23899617,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"173","Anderson, Karen S","Jorgensen, William L",23298809,"Undirected",23298809,2013,"England",23298809,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"174","Anderson, Karen S","Jorgensen, William L",25379167,"Undirected",25379167,2014,"",25379167,"R01",14.171182458888,"NULL.",1.71922762437889,0.406577916992952,0.0270457261462985
"175","Anderson, Karen S","Jorgensen, William L",25408842,"Undirected",25408842,2014,"United States",25408842,"R01",14.171182458888,"NULL.",1.71922762437889,0.406577916992952,0.0270457261462985
"176","Anderson, Karen S","Jorgensen, William L",24726448,"Undirected",24726448,2014,"Netherlands",24726448,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"177","Anderson, Karen S","Jorgensen, William L",24289305,"Undirected",24289305,2014,"England",24289305,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"178","Anderson, Karen S","Jorgensen, William L",25700160,"Undirected",25700160,2015,"United States",25700160,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"179","Anderson, Karen S","Jorgensen, William L",26166629,"Undirected",26166629,2015,"England",26166629,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"180","Anderson, Karen S","Jorgensen, William L",26487915,"Undirected",26487915,2015,"United States",26487915,"R01",14.171182458888,"NULL.",1.71922762437889,0.406577916992952,0.0270457261462985
"181","Johnson, Eric F","Anderson, Karen S",12192007,"Undirected",12192007,2002,"United States",12192007,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"182","Johnson, Eric F","Anderson, Karen S",12754260,"Undirected",12754260,2003,"United States",12754260,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"183","Johnson, Eric F","Shoichet, Brian K",12556445,"Undirected",12556445,2003,"United States",12556445,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"184","Johnson, Eric F","Anderson, Karen S",12556445,"Undirected",12556445,2003,"United States",12556445,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"185","Shoichet, Brian K","Anderson, Karen S",12556445,"Undirected",12556445,2003,"United States",12556445,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"186","Anderson, Karen S","Jorgensen, William L",19059777,"Undirected",19059777,2009,"England",19059777,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"187","Anderson, Karen S","Jorgensen, William L",19146480,"Undirected",19146480,2009,"United States",19146480,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"188","Johnson, Eric F","Anderson, Karen S",14505676,"Undirected",14505676,2003,"England",14505676,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"189","Landick, Robert","Muir, Tom",14531691,"Undirected",14531691,2003,"United States",14531691,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"190","Landick, Robert","Severinov, Konstantin V",14531691,"Undirected",14531691,2003,"United States",14531691,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"191","Landick, Robert","Darst, Seth A",14531691,"Undirected",14531691,2003,"United States",14531691,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"192","Muir, Tom","Severinov, Konstantin V",14531691,"Undirected",14531691,2003,"United States",14531691,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"193","Muir, Tom","Darst, Seth A",14531691,"Undirected",14531691,2003,"United States",14531691,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"194","Severinov, Konstantin V","Darst, Seth A",14531691,"Undirected",14531691,2003,"United States",14531691,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"195","Severinov, Konstantin V","Darst, Seth A",15692574,"Undirected",15692574,2005,"England",15692574,"R01",17.0292603013881,"NEUR",1.71922762437889,0.48857752000269,0.0270457261462985
"196","Severinov, Konstantin V","Ebright, Richard H",15761057,"Undirected",15761057,2005,"United States",15761057,"R37",10.0635052009904,"MULT",8.29643868878996,0.288726716640376,0.130513961958721
"197","Darst, Seth A","Severinov, Konstantin V",16618493,"Undirected",16618493,2006,"England",16618493,"R01",13.8756325716915,"IMMU",1.71922762437889,0.398098451157798,0.0270457261462985
"198","Ebright, Richard H","Severinov, Konstantin V",18632663,"Undirected",18632663,2008,"United States",18632663,"U54",2.35737175311987,"BIOC",40.2958230958231,0.0676341088502723,0.633906633906634
"199","Severinov, Konstantin V","Shuman, Howard A",21714556,"Undirected",21714556,2011,"United States",21714556,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"200","Ebright, Richard H","Severinov, Konstantin V",21396375,"Undirected",21396375,2011,"England",21396375,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"201","Pestova, Tatyana V","Severinov, Konstantin V",17384193,"Undirected",17384193,2007,"United States",17384193,"R01",13.8756325716915,"IMMU",1.71922762437889,0.398098451157798,0.0270457261462985
"202","Gourse, Richard L","Severinov, Konstantin V",18760284,"Undirected",18760284,2008,"England",18760284,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"203","Gourse, Richard L","Darst, Seth A",18760284,"Undirected",18760284,2008,"England",18760284,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"204","Severinov, Konstantin V","Darst, Seth A",18760284,"Undirected",18760284,2008,"England",18760284,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"205","Rout, Michael P","Landick, Robert",18271525,"Undirected",18271525,2008,"United States",18271525,"U54",7.32479374233904,"CHEM",40.2958230958231,0.210151791553244,0.633906633906634
"206","Rout, Michael P","Severinov, Konstantin V",18271525,"Undirected",18271525,2008,"United States",18271525,"U54",7.32479374233904,"CHEM",40.2958230958231,0.210151791553244,0.633906633906634
"207","Rout, Michael P","Darst, Seth A",18271525,"Undirected",18271525,2008,"United States",18271525,"U54",7.32479374233904,"CHEM",40.2958230958231,0.210151791553244,0.633906633906634
"208","Landick, Robert","Severinov, Konstantin V",18271525,"Undirected",18271525,2008,"United States",18271525,"U54",7.32479374233904,"CHEM",40.2958230958231,0.210151791553244,0.633906633906634
"209","Landick, Robert","Darst, Seth A",18271525,"Undirected",18271525,2008,"United States",18271525,"U54",7.32479374233904,"CHEM",40.2958230958231,0.210151791553244,0.633906633906634
"210","Severinov, Konstantin V","Darst, Seth A",18271525,"Undirected",18271525,2008,"United States",18271525,"U54",7.32479374233904,"CHEM",40.2958230958231,0.210151791553244,0.633906633906634
"211","Darst, Seth A","Severinov, Konstantin V",21050864,"Undirected",21050864,2011,"England",21050864,"P41",2.35737175311987,"BIOC",24.6252252252252,0.0676341088502723,0.387387387387387
"212","Kellogg, Douglas R","Sullivan, William T",18824564,"Undirected",18824564,2008,"United States",18824564,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"213","Luger, Karolin","Bartholomew, Blaine",27273866,"Undirected",27273866,2016,"United States",27273866,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"214","Tsukiyama, Toshio","Bartholomew, Blaine",12370299,"Undirected",12370299,2002,"United States",12370299,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"215","Bartholomew, Blaine","Tsukiyama, Toshio",12482963,"Undirected",12482963,2003,"United States",12482963,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"216","Bartholomew, Blaine","Qin, Jun",12482963,"Undirected",12482963,2003,"United States",12482963,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"217","Tsukiyama, Toshio","Qin, Jun",12482963,"Undirected",12482963,2003,"United States",12482963,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"218","Peterson, Craig L","Bartholomew, Blaine",18644858,"Undirected",18644858,2008,"United States",18644858,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"219","Luger, Karolin","Bartholomew, Blaine",26416878,"Undirected",26416878,2015,"United States",26416878,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"220","Mello, Craig C","Fire, Andrew Z",12857879,"Undirected",12857879,2003,"United States",12857879,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"221","Mello, Craig C","Zamore, Phillip D",15024405,"Undirected",15024405,2004,"United States",15024405,"R37",29.6762873073139,"ARTS",8.29643868878996,0.851426697277796,0.130513961958721
"222","Ruvkun, Gary B","Mello, Craig C",16439208,"Undirected",16439208,2006,"United States",16439208,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"223","Bartel, David P","Mello, Craig C",18571452,"Undirected",18571452,2008,"United States",18571452,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"224","Mello, Craig C","Liu, Yi",22773104,"Undirected",22773104,2012,"United States",22773104,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"225","Pazour, Gregory J","Mello, Craig C",23260138,"Undirected",23260138,2012,"United States",23260138,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"226","Cleveland, Don W","Stearns, Tim",21059850,"Undirected",21059850,2010,"United States",21059850,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"227","Cleveland, Don W","Salmon, Edward D",20439434,"Undirected",20439434,2010,"United States",20439434,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"228","Cleveland, Don W","Ellisman, Mark H",14662745,"Undirected",14662745,2003,"United States",14662745,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"229","Cleveland, Don W","Ellisman, Mark H",19193875,"Undirected",19193875,2009,"United States",19193875,"R37",34.8547765793529,"NEUR",8.29643868878996,1,0.130513961958721
"230","Cleveland, Don W","Chan, David C",17959936,"Undirected",17959936,2008,"England",17959936,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"231","Cleveland, Don W","Glass, Christopher K",24584051,"Undirected",24584051,2014,"United States",24584051,"U54",34.8547765793529,"NEUR",40.2958230958231,1,0.633906633906634
"232","Kleckner, Nancy E","Elledge, Stephen J",12086615,"Undirected",12086615,2002,"United States",12086615,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"233","Kowalczykowski, Stephen C","Elledge, Stephen J",22704558,"Undirected",22704558,2012,"United States",22704558,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"234","Stubbe, Joanne","Elledge, Stephen J",18851834,"Undirected",18851834,2008,"United States",18851834,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"235","Elledge, Stephen J","Hannon, Gregory J",21353615,"Undirected",21353615,2011,"United States",21353615,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"236","Stroud, Robert M","Walter, Peter",15546976,"Undirected",15546976,2004,"United States",15546976,"P41",17.769638648861,"MULT",24.6252252252252,0.509819324430479,0.387387387387387
"237","Stroud, Robert M","Walter, Peter",16365312,"Undirected",16365312,2005,"United States",16365312,"P41",17.769638648861,"MULT",24.6252252252252,0.509819324430479,0.387387387387387
"238","Walter, Peter","Stroud, Robert M",17622352,"Undirected",17622352,2007,"United States",17622352,"R01",12.6024014121813,"MEDI",1.71922762437889,0.361568847916435,0.0270457261462985
"239","Nunnari, Jodi M","Walter, Peter",19556461,"Undirected",19556461,2009,"United States",19556461,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"240","Walter, Peter","Puglisi, Joseph D",25358118,"Undirected",25358118,2014,"England",25358118,"R01",14.2153315200686,"NEUR",1.71922762437889,0.407844574407326,0.0270457261462985
